objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"The Castles of Burgundy: 2nd Expansion – New Hex Tiles","132477","0","","0","0","0","0","0","0","0","0","0","3","","","","","","57755183","6.2322","7.64018","2.7429","0","3733","thing","The Castles of Burgundy: 2nd Expansion – New Hex Tiles","2","4","90","90","90","2012","2,3,4","2","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"The Castles of Burgundy: 4th Expansion – Monastery Boards","150083","0","","0","0","0","0","0","0","1","0","0","3","","","","","","57755181","6.25357","7.83039","2.9","0","3707","thing","The Castles of Burgundy: 4th Expansion – Monastery Boards","2","4","30","30","30","2013","2,3","2","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"The Castles of Burgundy: 5th Expansion – Pleasure Garden","166589","0","","0","0","0","0","0","0","1","0","0","3","","","","","","57755189","6.19446","7.89217","2.5","0","3271","thing","The Castles of Burgundy: 5th Expansion – Pleasure Garden","2","4","90","90","90","2014","2,3","2","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"The Castles of Burgundy: The Card Game","191977","8","2","0","1","0","0","0","0","0","0","0","1","","","","","","44649876","6.68094","7.02122","2.5649","773","12255","thing","The Castles of Burgundy: The Card Game","1","4","60","60","30","2016","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Castles of Tuscany","300327","0","","0","0","0","0","0","0","0","0","1","4","","","","","","68476194","6.42791","7.37202","2.1724","1182","3063","thing","The Castles of Tuscany","2","4","60","60","45","2020","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Caverna: The Cave Farmers","102794","5","3","0","0","0","0","0","0","1","0","0","3","","","","","","28932673","7.83653","8.00972","3.7897","30","36727","thing","Caverna: The Cave Farmers","1","7","210","210","30","2013","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Caylus","18602","7","1","0","0","0","0","0","0","1","0","0","2","","","","","","34075441","7.58554","7.75891","3.8034","82","27042","thing","Caylus","2","5","150","150","60","2005","2,3,4,5","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Century: Spice Road","209685","6","","0","0","0","0","0","0","1","0","0","4","","","","","","41624209","7.17476","7.36275","1.7826","261","25303","thing","Century: Spice Road","2","5","45","45","30","2017","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Champions of Midgard","172287","0","","0","0","0","0","0","0","0","0","0","5","","","","","","38129679","7.48731","7.76282","2.5982","107","20235","thing","Champions of Midgard","2","4","90","90","60","2015","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Chocobo's Crystal Hunt","205226","1","1","0","0","0","0","0","0","0","0","0","3","","","","","","37475564","5.4548","5.2552","1","20362","790","thing","Chocobo's Crystal Hunt","3","5","20","20","10","2016","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"City of Iron","123499","0","","0","0","0","0","0","0","0","0","0","1","","","","","","33528921","6.34491","7.19388","3.2353","1350","2201","thing","City of Iron","2","4","120","120","120","2013","2,3,4","4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"City of Iron: Second Edition","195503","6","2","0","0","0","0","0","0","1","0","0","1","","","","","","33956604","6.19146","7.25972","3.1667","1785","2387","thing","City of Iron: Second Edition","2","4","120","120","120","2016","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Civilization: A New Dawn","233247","0","","0","0","0","0","0","0","0","0","1","4","","","","","","44617202","6.76648","7.29904","3.0613","644","8484","thing","Civilization: A New Dawn","2","4","120","120","60","2017","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Clank!: A Deck-Building Adventure","201808","0","","0","0","0","0","0","0","0","0","1","3","","","","","","40003863","7.64368","7.81448","2.2175","72","39327","thing","Clank!: A Deck-Building Adventure","2","4","60","60","30","2016","2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Coal Baron","143515","7.5","3","0","0","0","0","0","0","1","0","0","4","","","","","","33690267","6.78125","7.2817","2.5547","624","5206","thing","Coal Baron","2","4","75","75","60","2013","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Codenames","178900","7","19","0","1","0","0","0","0","0","0","0","3","","","","","","29823655","7.51749","7.60782","1.2815","98","113855","thing","Codenames","2","8","15","15","15","2015","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Codex: Card-Time Strategy – Deluxe Set","131111","0","","0","0","0","0","0","0","0","0","0","4","","","","","","39985882","6.36534","8.03655","3.6842","1310","1300","thing","Codex: Card-Time Strategy – Deluxe Set","2","5","45","45","45","2016","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Coffee Roaster","196526","7","2","0","1","0","0","0","0","0","0","0","1","","","","","","45045076","6.59555","7.53055","2.1364","888","3972","thing","Coffee Roaster","1","1","30","30","10","2015","1","1","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Coimbra","245638","8","1","0","0","1","0","0","0","0","0","0","1","","","","","","59179807","7.33315","7.67955","3.2857","173","12451","thing","Coimbra","2","4","90","90","60","2018","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Ghenos Games","Italian","2018","Italian edition"
"Colony","192934","0","","0","0","0","0","0","0","0","0","0","4","","","","","","34143179","6.07294","6.63142","2.2812","2178","2732","thing","Colony","1","4","60","60","45","2016","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Colosseum","27746","7.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","36024032","6.9239","7.2169","2.7547","476","9715","thing","Colosseum","3","5","90","90","60","2007","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Colt Express","158899","7","4","0","0","0","0","0","0","1","0","0","3","","","","","","29772631","6.98306","7.11743","1.8201","411","36182","thing","Colt Express","2","6","40","40","30","2014","3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ludonaute","English; French; German","2014","Multilingual first edition"
"Conan","160010","7.5","1","0","1","0","0","0","0","0","0","0","4","","","","","","39985887","6.90976","7.70222","2.7593","495","8176","thing","Conan","2","5","90","90","90","2016","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Conan: Book of Set","238078","0","","0","1","0","0","0","0","0","0","0","3","","","","","","54678043","5.59183","8.49821","2","0","668","thing","Conan: Book of Set","2","5","0","0","0","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Conan: Collectors Box","212245","0","","0","1","0","0","0","0","0","0","0","3","","","","","","54678055","5.75001","8.11089","2.5","0","1656","thing","Conan: Collectors Box","2","5","120","120","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Concept","147151","6.5","6","0","1","0","0","0","0","0","0","0","3","","","","","","28932688","6.66471","6.81294","1.3978","797","25242","thing","Concept","4","12","40","40","40","2013","3,4,5,6,7,8,9,10,11,12","6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Concordia","124361","8.5","5","0","1","0","0","0","0","0","0","0","3","","","","","","33933882","7.96511","8.1224","3.0191","18","34541","thing","Concordia","2","5","100","100","100","2013","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Concordia Venus","256916","0","","0","0","0","0","0","0","0","0","0","3","","","","","","54850535","7.29529","8.36369","3.0787","189","5416","thing","Concordia Venus","2","6","120","120","60","2018","2,3,4,5,6","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Concordia: 8 Forum Cards mini-expansion","209574","0","","0","1","0","0","0","0","0","0","0","3","","","","","","45045250","5.93429","7.88042","2.8333","0","2443","thing","Concordia: 8 Forum Cards mini-expansion","2","5","60","0","60","2016","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Concordia: Britannia / Germania","165023","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44912242","6.71618","8.0807","3.0357","0","5986","thing","Concordia: Britannia / Germania","2","5","100","100","100","2014","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Concordia: Gallia / Corsica","208364","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44911804","6.44072","8.21232","2.9","0","4551","thing","Concordia: Gallia / Corsica","2","5","100","0","100","2016","2,3,4,5","2,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Concordia: Salsa","181084","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44912244","7.36069","8.33312","3.1129","0","10114","thing","Concordia: Salsa","2","5","90","90","90","2015","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Concordia: Venus (Expansion)","262711","0","","0","0","0","0","0","0","0","0","1","3","","","","","","57655619","6.07948","8.30559","3.125","0","2564","thing","Concordia: Venus (Expansion)","2","6","120","120","60","2018","2,3,4,5,6","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Cosmic Encounter","39463","4","1","0","0","0","0","0","0","0","0","0","3","","","","","","29507754","7.37045","7.53848","2.5723","153","34955","thing","Cosmic Encounter","3","5","120","120","60","2008","4,5","5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Coup","131357","5","6","0","0","0","0","0","0","1","0","0","1","","Gift to Mohamed.","","","","29519889","6.87371","7.00391","1.4057","523","62125","thing","Coup","2","6","15","15","15","2012","3,4,5,6","5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Coup: Reformation","148931","0","","0","0","0","0","0","0","1","0","0","1","","Gift to Mohamed.","","","","29519890","6.77541","7.27516","1.544","0","15941","thing","Coup: Reformation","2","10","15","15","15","2013","4,5,6,7,8","5,6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"CO₂","72225","0","","0","0","0","0","0","0","0","0","0","5","","","","","","29507744","6.6327","7.14334","3.8682","835","4196","thing","CO₂","1","5","120","120","120","2012","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
